sku,nombre,marca,categoria,subcategoria,precio_oferta,precio_lista,precio_mayoreo,costo_usd,proveedor,clave_proveedor,stock,estado_comercial,imagen
A-CABITL4660,"Cable HDMI plano de alta velocidad con Ethernet (355650) Manhattan 4K@60Hz UHD, HDMI macho a macho, 15 m (45 pies), HDR,",VECTEC,accesorios_perifericos,Cables Monitor HDMI,1472.62,1963.5,1325.36,45.76923076923077,CT Internacional,A,15,disponible,assets/img/CABITL4660.webp
A-CABITL1455,"Cable HDMI de Alta Velocidad con Canal Ethernet, MANHATTAN, HDMI Macho a HDMI Macho, Blindado, Negro, 5 m Color: Negro,",VECTEC,accesorios_perifericos,Cables Monitor HDMI,165.47,220.63,148.92,5.142857142857142,CT Internacional,A,15,disponible,assets/img/CABITL1455.webp
A-CABITL1465,"Cable HDMI de Alta Velocidad con Canal Ethernet, MANHATTAN, HDMI Macho a Macho, Blindado, Negro, 2 m, 323215, 2 HDMI de",VECTEC,accesorios_perifericos,Cables Monitor HDMI,57.28,76.37,51.55,1.7802197802197803,CT Internacional,A,15,disponible,assets/img/CABITL1465.webp
A-CABITL2220,"Cable HDMI (323246) Alta Velocidad con Canal Ethernet, HEC, ARC, 3D, HDMI Macho a Macho, Blindado, Negro, 10 m (33 ft.),",VECTEC,accesorios_perifericos,Cables Monitor HDMI,360.64,480.86,324.58,11.208791208791208,CT Internacional,A,15,disponible,assets/img/CABITL2220.webp
A-CABITL1975,"Cable HDMI de Alta Velocidad (306133) HDMI Macho a HDMI Macho, Blindado, 5 m, color negro.",VECTEC,accesorios_perifericos,Cables Monitor HDMI,165.47,220.63,148.92,5.142857142857142,CT Internacional,A,15,disponible,assets/img/CABITL1975.webp
A-CABITL1255,"Cable para Monitor HDMI (306119) HDMI 1.3 macho a HDMI 1.3 macho, blindado, negro, 1.8M.",VECTEC,accesorios_perifericos,Cables Monitor HDMI,57.28,76.37,51.55,1.7802197802197803,CT Internacional,A,15,disponible,assets/img/CABITL1255.webp
A-CABITL1295,"Cable HDMI De alta velocidad (304955), Mini HDMI de 19 pines macho a HDMI de 19 pines macho conexiones bañadas en oro de",VECTEC,accesorios_perifericos,Cables Monitor HDMI,144.25,192.34,129.83,4.483516483516484,CT Internacional,A,15,disponible,assets/img/CABITL1295.webp
A-CABITL1520,"Cable HDMI de Alta Velocidad (308441), HDMI Macho de 19-pines a HDMI Macho de 19-pines de 7.5 Mts
Asegura la integridad",VECTEC,accesorios_perifericos,Cables Monitor HDMI,222.4,296.53,200.16,6.9120879120879115,CT Internacional,A,15,disponible,assets/img/CABITL1520.webp
A-CABITL415,Cable de Video HDMI M-M 15.0 metros.(308434).HDMI Macho de 19-pines a HDMI Macho de 19-pines. Asegura la integridad de l,VECTEC,accesorios_perifericos,Cables Monitor HDMI,766.54,1022.06,689.89,23.824175824175825,CT Internacional,A,15,disponible,assets/img/CABITL415.webp
A-CABITL2045,"Cable HDMI de Alta Velocidad (306126) HDMI Macho a HDMI Macho, Blindado, Negro, 3 m, HDMI Macho de 19-pines a HDMI Macho",VECTEC,accesorios_perifericos,Cables Monitor HDMI,84.15,112.2,75.74,2.615384615384615,CT Internacional,A,15,disponible,assets/img/CABITL2045.webp
A-CABITL115,"Cable HDMI de Alta Velocidad (322539) HDMI Macho a HDMI Macho, Blindado, Negro, 10 m HDMI Macho de 19-pines a HDMI Macho",VECTEC,accesorios_perifericos,Cables Monitor HDMI,360.64,480.86,324.58,11.208791208791208,CT Internacional,A,15,disponible,assets/img/CABITL115.webp
A-CABITL2120,"Cable HDMI, MANHATTAN, Macho a micro Macho, Blindado, Negro, 2 m, 324427,1 HDMI de 19 pines Macho 1 Micro HDMI de 19 pin",VECTEC,accesorios_perifericos,Cables Monitor HDMI,165.47,220.63,148.92,5.142857142857142,CT Internacional,A,15,disponible,assets/img/CABITL2120.webp
A-CABITL4140,Cable HDMI 1.4 M-M 7.5M+Ethernet (353274) Los cables de alta velocidad ofrecen un rendimiento de alta definición. HDMI,VECTEC,accesorios_perifericos,Cables Monitor HDMI,222.4,296.53,200.16,6.9120879120879115,CT Internacional,A,15,disponible,assets/img/CABITL4140.webp
A-CABITL4220,Cable HDMI 1.4 M-M 1.0m (308816) La resolución 4K@30Hz de ultra alta definición (UHD) admite una resolución de vídeo has,VECTEC,accesorios_perifericos,Cables Monitor HDMI,57.28,76.37,51.55,1.7802197802197803,CT Internacional,A,15,disponible,assets/img/CABITL4220.webp
A-CABITL4210,Cable HDMI 1.4 M-M 1.5m (355308) La resolución 4K@30Hz de ultra alta definición (UHD) admite una resolución de vídeo has,VECTEC,accesorios_perifericos,Cables Monitor HDMI,57.28,76.37,51.55,1.7802197802197803,CT Internacional,A,15,disponible,assets/img/CABITL4210.webp
A-ACCITL4220,"Extensor HDMI via RJ45 Cat6, MANHATTAN, Extiende la señal 1080p hasta 50 m Color: Negro, 207461 1 HDMI hembra (1 entrada",VECTEC,accesorios_perifericos,Cables Monitor HDMI,1953.48,2604.64,1758.13,60.714285714285715,CT Internacional,A,15,disponible,assets/img/ACCITL4220.webp
A-CABITL195,"Cable HDMI, MANHATTAN, HDMI Macho a HDMI Macho 22.5 m, 308458, 19"", 2 HDMI de 19 pines, macho, Ancho de banda: 10.2 Gbps",VECTEC,accesorios_perifericos,Cables Monitor HDMI,1292.3,1723.07,1163.07,40.16483516483516,CT Internacional,A,15,disponible,assets/img/CABITL195.webp
A-CABITL1485,"Cable HDMI (323222) 2 HDMI de 19 pines, macho, Alta Velocidad con Canal Ethernet, Canal de Audio de Retorno, Vídeo en 3D",VECTEC,accesorios_perifericos,Cables Monitor HDMI,78.14,104.19,70.33,2.4285714285714284,CT Internacional,A,15,disponible,assets/img/CABITL1485.webp
A-CABITL5120,"356152 Cable Óptico Activo HDMI Certificado 8K@60Hz: AOC (Cable Óptico Activo) HDMI macho a macho, 10 m, con clasificaci",VECTEC,accesorios_perifericos,Cables Monitor HDMI,3756.7,5008.93,3381.03,116.75824175824175,CT Internacional,A,15,disponible,assets/img/CABITL5120.webp
A-CABITL5130,"356176 Cable Óptico Activo HDMI Certificado 8K@60Hz: AOC (Cable Óptico Activo) HDMI macho a macho, 15 m, con clasificaci",VECTEC,accesorios_perifericos,Cables Monitor HDMI,4267.61,5690.14,3840.85,132.63736263736263,CT Internacional,A,15,disponible,assets/img/CABITL5130.webp
A-CABITL2210,"Cable HDMI v1.4 con Ethernet 15metros (207416) HDMI se ha convertido en el estándar digital de conexiones, entregando la",VECTEC,accesorios_perifericos,Cables Monitor HDMI,766.54,1022.06,689.89,23.824175824175825,CT Internacional,A,15,disponible,assets/img/CABITL2210.webp
A-CABITL3160,Cable HDMI 2.0 ultradelgado de 1.8m en blister (394369)Diseño de cable ultra delgado y flexible; permite un manejo más s,VECTEC,accesorios_perifericos,Cables Monitor HDMI,309.73,412.97,278.76,9.626373626373626,CT Internacional,A,15,disponible,assets/img/CABITL3160.webp
A-CABITL3310,"Cable HDMI 2.0 intramuro 1 metro (353922) Soporta canal HDMI Ethernet, Canal de retorno de sonido, Video 3D, Transmisión",VECTEC,accesorios_perifericos,Cables Monitor HDMI,135.42,180.56,121.88,4.208791208791209,CT Internacional,A,15,disponible,assets/img/CABITL3310.webp
A-ACCITL7980,"CABLE HDMI 2.0 M-M, 1.0M 4K60Hz+E (356633) MANHATTAN Cable HDMI de Alta Velocidad 4K@60Hz con Ethernet, 18 Gbps, 1m, neg",VECTEC,accesorios_perifericos,Cables Monitor HDMI,60.11,80.14,54.1,1.868131868131868,CT Internacional,A,15,disponible,assets/img/ACCITL7980.webp
A-ACCITL7990,"CABLE HDMI 2.0 M-M, 1.5M 4K60Hz+E (356640) MANHATTAN Cable HDMI de Alta Velocidad 4K@60Hz con Ethernet, 18 Gbps, 1.5m, n",VECTEC,accesorios_perifericos,Cables Monitor HDMI,60.11,80.14,54.1,1.868131868131868,CT Internacional,A,15,disponible,assets/img/ACCITL7990.webp
A-CABITL4750,"CABLE HDMI 2.1 TEXTIL 2.0M8K@60HZ (355940) MANHATTAN Cable HDMI de Ultra Alta Velocidad, certificado y con licencia ofic",VECTEC,accesorios_perifericos,Cables Monitor HDMI,240.43,320.57,216.39,7.472527472527472,CT Internacional,A,15,disponible,assets/img/CABITL4750.webp
A-CABITL5290,"CABLE HDMI CERTIFICADO 8K@60HZ (356886) Cable HDMI Ultra High Speed certificado, 5 m, compatible con resolución 8K@60Hz",VECTEC,accesorios_perifericos,Cables Monitor HDMI,466.0,621.34,419.4,14.483516483516484,CT Internacional,A,15,disponible,assets/img/CABITL5290.webp
A-CABITL3340,"Cable HDMI 2.0 intramuro 5 metro (353953) Soporta canal HDMI Ethernet, Canal de retorno de sonido, Video 3D, Transmisión",VECTEC,accesorios_perifericos,Cables Monitor HDMI,414.74,552.99,373.27,12.89010989010989,CT Internacional,A,15,disponible,assets/img/CABITL3340.webp
A-CABITL3350,"Cable HDMI 2.0 intramuro 8 metro (353960) Soporta canal HDMI Ethernet, Canal de retorno de sonido, Video 3D, Transmisión",VECTEC,accesorios_perifericos,Cables Monitor HDMI,976.92,1302.56,879.23,30.36263736263736,CT Internacional,A,15,disponible,assets/img/CABITL3350.webp
A-CABITL4740,"Cable HDMI Certificado de Ultra Alta Velocidad, 8K a 60 Hz o 4K a 120 Hz, con Ethernet (355933) Manhattan HDMI macho a m",VECTEC,accesorios_perifericos,Cables Monitor HDMI,225.58,300.77,203.02,7.010989010989011,CT Internacional,A,15,disponible,assets/img/CABITL4740.webp
A-CABITL4760,"Cable HDMI Certificado de Ultra Alta Velocidad, 8K a 60 Hz o 4K a 120 Hz, con Ethernet (355957) Manhattan HDMI macho a m",VECTEC,accesorios_perifericos,Cables Monitor HDMI,387.87,517.16,349.08,12.054945054945055,CT Internacional,A,15,disponible,assets/img/CABITL4760.webp
A-CABITL4470,Cable HDMI Óptico Activo con Clasificación Plénum (355438) Extiende una señal HDMI a través de un cable óptico y es comp,VECTEC,accesorios_perifericos,Cables Monitor HDMI,5559.91,7413.21,5003.92,172.8021978021978,CT Internacional,A,15,disponible,assets/img/CABITL4470.webp
A-CABITL4480,Cable HDMI Óptico Activo con Clasificación Plénum (355445) Extiende una señal HDMI a través de un cable óptico y es comp,VECTEC,accesorios_perifericos,Cables Monitor HDMI,6942.38,9256.5,6248.14,215.76923076923075,CT Internacional,A,15,disponible,assets/img/CABITL4480.webp
A-ACCITL5550,"Cable HDMI Óptico (506502) Intellinet Convertidor de medios Fast Ethernet 100Base-TX a 100Base-FX, puerto RJ45 y fibra S",VECTEC,accesorios_perifericos,Cables Monitor HDMI,1412.52,1883.36,1271.27,43.901098901098905,CT Internacional,A,15,disponible,assets/img/ACCITL5550.webp
A-ACCITL7540,"Cable HDMI Óptico (462433) Capacidad máxima de peso: 40 kg, Tamaño mínimo de pantalla: 81.3 cm (32""), Tamaño máximo de p",VECTEC,accesorios_perifericos,Cables Monitor HDMI,1081.93,1442.57,973.74,33.62637362637363,CT Internacional,A,15,disponible,assets/img/ACCITL7540.webp
A-ACCITL4080,"Cable HDMI Óptico (152044) Manhattan Docking Station USB Tipo-C y VGA. Versión USB: 3.2 Gen 1 (3.1 Gen 1), Tipo de conec",VECTEC,hubs_docks_estaciones,Cables Monitor HDMI,466.0,621.34,419.4,14.483516483516484,CT Internacional,A,15,disponible,assets/img/ACCITL4080.webp
A-CABITL5270,"Cable HDMI Óptico (356145) Manhattan Ultra Alta Velocidad 8K a 60 Hz, 7.5 m, clasificación CMP/CPR, compatible con 4K@12",VECTEC,accesorios_perifericos,Cables Monitor HDMI,3456.16,4608.21,3110.54,107.41758241758241,CT Internacional,A,15,disponible,assets/img/CABITL5270.webp
A-CABITL5280,"Cable HDMI Óptico (356183) Manhattan Activo HDMI de Ultra Alta Velocidad 8K a 60 Hz, 20 m, macho a macho, con certificac",VECTEC,accesorios_perifericos,Cables Monitor HDMI,4808.57,6411.43,4327.71,149.45054945054946,CT Internacional,A,15,disponible,assets/img/CABITL5280.webp
A-CABITL4710,"Cable DisplayPort 8K (355568) Manhattan DisplayPort Macho a Macho, 1 m (3 pies) para juegos de alta gama y aplicaciones",VECTEC,accesorios_perifericos,Cables Monitor Varios,156.28,208.37,140.65,4.857142857142857,CT Internacional,A,15,disponible,assets/img/CABITL4710.webp
A-CABITL4720,"Cable DisplayPort 8K (355575) Manhattan DisplayPort Macho a Macho, 2 m (7 pies) para juegos de alta gama y aplicaciones",VECTEC,accesorios_perifericos,Cables Monitor Varios,189.52,252.69,170.57,5.8901098901098905,CT Internacional,A,15,disponible,assets/img/CABITL4720.webp
A-CABITL4730,"Cable DisplayPort 8K (355582) Manhattan DisplayPort Macho a Macho, 3 m (10 pies) para juegos de alta gama y aplicaciones",VECTEC,accesorios_perifericos,Cables Monitor Varios,249.62,332.83,224.66,7.758241758241757,CT Internacional,A,15,disponible,assets/img/CABITL4730.webp
A-CABITL4520,"Cable DisplayPort 8K@60Hz (353595) Manhattan DisplayPort macho a macho, 1 m (3 pies), compatible con 4K @ 120Hz, HDR, co",VECTEC,accesorios_perifericos,Cables Monitor Varios,201.53,268.71,181.38,6.263736263736264,CT Internacional,A,15,disponible,assets/img/CABITL4520.webp
A-CABITL4530,"Cable DisplayPort 8K@60Hz (353618) Manhattan DisplayPort macho a macho, 2 m (6.56 pies), compatible con 4K @ 120Hz, HDR,",VECTEC,accesorios_perifericos,Cables Monitor Varios,255.63,340.84,230.07,7.945054945054945,CT Internacional,A,15,disponible,assets/img/CABITL4530.webp
A-CABITL4540,"Cable DisplayPort 8K@60Hz (353625) Manhattan DisplayPort macho a macho, 3m (9.48 pies), compatible con 4K @ 120Hz, HDR,",VECTEC,accesorios_perifericos,Cables Monitor Varios,375.85,501.13,338.27,11.681318681318682,CT Internacional,A,15,disponible,assets/img/CABITL4540.webp
A-CABITL255,"Cable DisplayPort (307116) Conexiones DisplayPort macho de 20 pines a DisplayPort macho de 20 pines, 2m con seguro Entre",VECTEC,accesorios_perifericos,Cables Monitor Varios,156.28,208.37,140.65,4.857142857142857,CT Internacional,A,15,disponible,assets/img/CABITL255.webp
A-CABITL3860,Cable DisplayPort M-M 3m Negro (307093) Los Cables DisplayPort MANHATTAN proporcionan una solución que entrega señales t,VECTEC,accesorios_perifericos,Cables Monitor Varios,186.33,248.44,167.7,5.79120879120879,CT Internacional,A,15,disponible,assets/img/CABITL3860.webp
A-CABITL4000,Cable USB-C-DisplayPort 2M Negro (152464) El cable adaptador USB-C a DisplayPort de Manhattan transmite señales USB de a,VECTEC,accesorios_perifericos,Cables Monitor Varios,480.86,641.14,432.77,14.945054945054943,CT Internacional,A,15,disponible,assets/img/CABITL4000.webp
A-ACCITL3840,"Adaptador Display port a HDMI (151993) El Adaptador DisplayPort de Manhattan ayuda a establecer una conexión rápida, sen",VECTEC,accesorios_perifericos,Cables Monitor Varios,174.31,232.41,156.88,5.417582417582417,CT Internacional,A,15,disponible,assets/img/ACCITL3840.webp
A-CABITL1320,Adaptador Display port a VGA (151962) El Convertidor Manhattan de DisplayPort a VGA ayuda a establecer una conexión rápi,VECTEC,accesorios_perifericos,Cables Monitor Varios,252.45,336.6,227.2,7.846153846153846,CT Internacional,A,15,disponible,assets/img/CABITL1320.webp
A-ACCITL7740,Kit de presentación de pantalla HDMI inalámbrica 1080p (208420) Manhattan. Set de 2 piezas con receptor HDMI y dongle tr,VECTEC,accesorios_perifericos,Cables Monitor Varios,2554.55,3406.07,2299.1,79.3956043956044,CT Internacional,A,15,disponible,assets/img/ACCITL7740.webp
A-CABITL300,Cable Estandar para alimentacion PC (300179),VECTEC,accesorios_perifericos,Cables de Alimentación,123.4,164.53,111.06,3.8351648351648353,CT Internacional,A,15,disponible,assets/img/CABITL300.webp
A-CABITL100,Cable de corriente para disco duro SATA (342766),VECTEC,accesorios_perifericos,Cables de Alimentación,43.49,57.99,39.14,1.3516483516483515,CT Internacional,A,15,disponible,assets/img/CABITL100.webp
A-CABITL370,"Cable de Corriente Mod. (348591), Para lap top (triple) 1.8 mts. Color Negro.",VECTEC,cables_adaptadores,Cables de Alimentación,135.42,180.56,121.88,4.208791208791209,CT Internacional,A,15,disponible,assets/img/CABITL370.webp
A-CABITL690,"Cable alimentación, MANHATTAN, Monitor a CPU, 1.8m, 301152, IEC 60320 C13, hembra, Potencia: 10 A / 250 V, Tipo de conta",VECTEC,accesorios_perifericos,Cables de Alimentación,117.38,156.51,105.64,3.6483516483516483,CT Internacional,A,15,disponible,assets/img/CABITL690.webp
A-CABITL3650,"Cable de Corriente INT. HDD SATA 1M - 2H (354554) Los cables de alimentación SATA, adaptadores y splitters de Manhattan",VECTEC,cables_adaptadores,Cables de Alimentación,117.38,156.51,105.64,3.6483516483516483,CT Internacional,A,15,disponible,assets/img/CABITL3650.webp
A-CABITL5230,"Cable de alimentación divisor en Y, un conector C14 a 2 x C13, 1.8 m (157469) MANHATTAN Cable de alimentación dual con d",VECTEC,accesorios_perifericos,Cables de Alimentación,222.4,296.53,200.16,6.9120879120879115,CT Internacional,A,15,disponible,assets/img/CABITL5230.webp
A-CABITL5240,"Cable de extensión de alimentación C13 a C14, 3 m (301312) MANHATTAN Cable de alimentación con conector C13 hembra a C14",VECTEC,accesorios_perifericos,Cables de Alimentación,225.58,300.77,203.02,7.010989010989011,CT Internacional,A,15,disponible,assets/img/CABITL5240.webp
A-CABITL5260,"Cable de alimentación C13 a C14, Extensión 5.0 m (352680) MANHATTAN Cable de alimentación de C13 hembra a C14 macho, 10",VECTEC,accesorios_perifericos,Cables de Alimentación,390.7,520.93,351.63,12.142857142857142,CT Internacional,A,15,disponible,assets/img/CABITL5260.webp
A-CABITL720,"Cable NULL modem, DB9 Hembra a DB9 Hembra, (301404), 1.8 Mts.",VECTEC,cables_adaptadores,Cables Null Modems,177.5,236.66,159.75,5.5164835164835155,CT Internacional,A,15,disponible,assets/img/CABITL720.webp
A-CABITL910,"Cable NULL modem, DB9 Hembra a DB25 Macho, (314770), 1.8 Mts.",VECTEC,cables_adaptadores,Cables Null Modems,222.4,296.53,200.16,6.9120879120879115,CT Internacional,A,15,disponible,assets/img/CABITL910.webp
A-CABITL5110,"317375 Cable Null Modem DB9 hembra a DB9 hembra, 2.0 m; DB9 hembra a DB9 hembra; Conecte dos computadoras a través de su",VECTEC,accesorios_perifericos,Cables Null Modems,174.31,232.41,156.88,5.417582417582417,CT Internacional,A,15,disponible,assets/img/CABITL5110.webp
A-CABITL1100,"Cable de datos SATA 150 (340700) Tipo L, 50 cm.",VECTEC,accesorios_perifericos,Cables Internos,63.29,84.39,56.96,1.967032967032967,CT Internacional,A,15,disponible,assets/img/CABITL1100.webp
A-CABITL025,"Cable de corriente SATA ""Y"" (349369) De 4 pines a 2 x 15 pines, de 15 cm de largo",VECTEC,accesorios_perifericos,Cables Internos,69.3,92.4,62.37,2.1538461538461537,CT Internacional,A,15,disponible,assets/img/CABITL025.webp
A-CABITL790,"Conector mini 1/82 e Esteréo (334594) Macho-Macho, 1.8M.",VECTEC,accesorios_perifericos,Cables Audio,54.1,72.13,48.69,1.6813186813186813,CT Internacional,A,15,disponible,assets/img/CABITL790.webp
A-CABITL4790,"Cable Auxiliar de Audio Estéreo (355988) Manhattan Dos conectores macho de 3.5 mm, 1 m (3 ft), contactos chapados en or",VECTEC,accesorios_perifericos,Cables Audio,72.13,96.17,64.92,2.241758241758242,CT Internacional,A,15,disponible,assets/img/CABITL4790.webp
A-CABITL4800,"Cable Auxiliar de Audio Estéreo (355995) Manhattan Dos conectores macho de 3.5 mm, 2 m (7 ft), contactos chapados en or",VECTEC,accesorios_perifericos,Cables Audio,87.33,116.44,78.6,2.7142857142857144,CT Internacional,A,15,disponible,assets/img/CABITL4800.webp
A-CABITL4820,"Cable Auxiliar de Audio Estéreo (356015) Manhattan Dos conectores macho de 3.5 mm, 5 m (16 ft), contactos chapados en o",VECTEC,accesorios_perifericos,Cables Audio,132.23,176.31,119.01,4.10989010989011,CT Internacional,A,15,disponible,assets/img/CABITL4820.webp
A-CABITL4840,"Extensión de Cable Auxiliar de Audio Estéreo (356039) Manhattan De 3.5 mm macho a 3.5 mm hembra, 2 m (7 pies), contacto",VECTEC,accesorios_perifericos,Cables Audio,90.16,120.21,81.14,2.802197802197802,CT Internacional,A,15,disponible,assets/img/CABITL4840.webp
A-CABITL4880,"Cable de audio digital óptico Toslink (356077) Manhattan 2 conectores Toslink S/PDIF m-m, 2 m (7 pies), contactos dorado",VECTEC,accesorios_perifericos,Cables Audio,57.28,76.37,51.55,1.7802197802197803,CT Internacional,A,15,disponible,assets/img/CABITL4880.webp
A-CABITL5250,"Power Cable IEC320C13-C14 Black 3ft/1m (352673) MANHATTAN Conecta dispositivos como un servidor, una computadora, monito",VECTEC,cables_adaptadores,Cables Varios,93.34,124.46,84.01,2.901098901098901,CT Internacional,A,15,disponible,assets/img/CABITL5250.webp
A-CABITL810,"Cable Y para video (328302) HD15 macho a 2X HD15 hembr, 15 cm.",VECTEC,accesorios_perifericos,Cables Varios,222.4,296.53,200.16,6.9120879120879115,CT Internacional,A,15,disponible,assets/img/CABITL810.webp
A-SLXLMP250,"TOALLITA SECA ELECTROSTATICA, Toalla especial para limpieza de equipo de computo, absorbe perfectamente la mugre y la hu",VECTEC,accesorios_perifericos,Limpieza General,563.32,751.09,506.99,17.50791974656811,CT Internacional,A,15,disponible,assets/img/SLXLMP250.webp
A-SLXLMP740,Microfibra Limpiadora SILIMEX 750300219645 de 30x30 CM antiestática auxiliar en la limpieza de superficies y/o pantallas,VECTEC,accesorios_perifericos,Limpieza General,968.31,1291.08,871.48,30.09503695881732,CT Internacional,A,15,disponible,assets/img/SLXLMP740.webp
A-SLXLMP660,"TSHOES EXI199, Toallitas húmedas para limpieza de superficies en calzado deportivo (piel, vinil, plástico, gamuz, fibras",VECTEC,accesorios_perifericos,Dispensadores & Higiene,1494.93,1993.24,1345.44,46.462513199577614,CT Internacional,A,15,disponible,assets/img/SLXLMP660.webp
A-SLXLMP790,"Alcohol Isopropilico SILIMEX 7503018454344 de 500 ML MINI TRIGGER .Para limpieza de tarjetas electronicas, componentes",VECTEC,limpieza_mantenimiento,Limpiadores & Alcohol Isopropílico,2431.9,3242.53,2188.71,75.58333333333334,CT Internacional,A,15,disponible,assets/img/SLXLMP790.webp
A-SLXLMP100,"SILUB BV, Lubricante de silicón de baja viscosidad. Lubricante de silicón de uso universal, facilita la transmisión del",VECTEC,accesorios_perifericos,Limpieza General,2104.79,2806.39,1894.31,65.41710665258712,CT Internacional,A,15,disponible,assets/img/SLXLMP100.webp
A-SLXLMP750,"IsoPro Alcohol Isopropílico SILIMEX 750300219690 de 250 ML con atomizador .Para limpieza de tarjetas electrónicas, compo",VECTEC,limpieza_mantenimiento,Limpiadores & Alcohol Isopropílico,1885.65,2514.2,1697.09,58.60612460401268,CT Internacional,A,15,disponible,assets/img/SLXLMP750.webp
A-SLXLMP730,"Alcohol isopropílico SILIMEX 750300219651 de 500 ML, para limpieza de tarjetas electrónicas, componentes y circuitos ele",VECTEC,limpieza_mantenimiento,Limpiadores & Alcohol Isopropílico,2372.87,3163.82,2135.58,73.74868004223866,CT Internacional,A,15,disponible,assets/img/SLXLMP730.webp
A-SLXLMP520,"ALCOHOL ISOPROPILICO SILIMEX. En aerosol para limpieza de electrónicas, y circuitos electrónicos de cualquier naturaleza",VECTEC,limpieza_mantenimiento,Limpiadores & Alcohol Isopropílico,2934.82,3913.1,2641.34,91.2143611404435,CT Internacional,A,15,disponible,assets/img/SLXLMP520.webp
A-SLXLMP810,SLIJET E7 LIMPIADOR ELECTRICO SIN GRASA SILIMEX 7503002196604 de 454 ML .Para circuitos y mecanismos eléctricos. LIMPIA,VECTEC,accesorios_perifericos,Limpieza General,2705.14,3606.86,2434.63,84.07602956705387,CT Internacional,A,15,disponible,assets/img/SLXLMP810.webp
A-SLXLMP200,ALCOHOL ISOPROPILICO. Para limpieza de equipo de cómputo y electrónica. Limpia tarjetas electrónicas y arneses de equipo,VECTEC,limpieza_mantenimiento,Limpiadores & Alcohol Isopropílico,4745.73,6327.64,4271.16,147.49736008447732,CT Internacional,A,15,disponible,assets/img/SLXLMP200.webp
A-SLXLMP320,"AEROJET Aire Comprimido Removedor de Polvo, reduce los problemas de acumulación de polvo y partículas extrañas en los eq",VECTEC,limpieza_mantenimiento,Aire Comprimido & Dusters,3450.91,4601.22,3105.82,107.2544878563886,CT Internacional,A,15,disponible,assets/img/SLXLMP320.webp
A-SLXLMP240,"AEROJET 360, Aire Comprimido Removedor de Polvo, reduce los problemas de acumulación de polvo y partículas extrañas en l",VECTEC,limpieza_mantenimiento,Aire Comprimido & Dusters,4098.15,5464.2,3688.33,127.37064413938755,CT Internacional,A,15,disponible,assets/img/SLXLMP240.webp
A-SLXLMP800,"Removedor de polvo Aerojet valvula 360° SILIMEX 7503002196632 de 660 ML .Para limpieza de equipos de computo, component",VECTEC,limpieza_mantenimiento,Aire Comprimido & Dusters,4098.49,5464.65,3688.64,127.38120380147835,CT Internacional,A,15,disponible,assets/img/SLXLMP800.webp
A-SLXLMP020,"COMPUKLIN, Spray Limpiador para Circuitos y Tarjetas Electronicas de 454ml.",VECTEC,accesorios_perifericos,Limpieza General,4998.51,6664.68,4498.66,155.35374868004226,CT Internacional,A,15,disponible,assets/img/SLXLMP020.webp
A-SLXLMP030,"SILIMPO, Espuma limpiadora para Gabinetes, Teclados y todo tipo de superficies plasticas y metalicas, Envase de 454ml.",VECTEC,gabinetes,Limpiadores & Alcohol Isopropílico,2481.25,3308.33,2233.12,77.11721224920802,CT Internacional,A,15,disponible,assets/img/SLXLMP030.webp
A-SLXLMP040,"COMPUSTAT, Limpiador Antiestatico de alto rendimiento, repelente al polvo contaminante para uso en pantallas LCD y CD´s,",VECTEC,accesorios_perifericos,Limpieza General,2061.98,2749.31,1855.78,64.08658922914466,CT Internacional,A,15,disponible,assets/img/SLXLMP040.webp
A-SLXLMP270,"KIT LCD Cleaner, KIT Limpiador Antiestático de alto rendimiento y protector UV para limpieza de pantallas LCD, LED, Plas",VECTEC,accesorios_perifericos,Limpieza General,2241.38,2988.5,2017.24,69.66209081309398,CT Internacional,A,15,disponible,assets/img/SLXLMP270.webp
A-SLXLMP420,"PROTEKSIL, Protector en aerosol. Revesitimiento formulado para proteger conductores eléctricos y electrónicos contra la",VECTEC,accesorios_perifericos,Limpieza General,2096.98,2795.97,1887.28,65.17423442449842,CT Internacional,A,15,disponible,assets/img/SLXLMP420.webp
A-SLXLMP350,"App Cleaner kit de limpieza para pantallas y superficies de tablets. Incluye: 1 limpiador 60ml, 1 microfibra 20x20cm, 1",VECTEC,limpieza_mantenimiento,Limpiadores & Alcohol Isopropílico,3201.87,4269.16,2881.68,99.5142555438226,CT Internacional,A,15,disponible,assets/img/SLXLMP350.webp
A-SLXLMP370,"LCD Cleaner, KIT Limpiador Antiestatico de alto rendimiento y protector UV para limpieza de pantallas LCD, LED, Plasma y",VECTEC,accesorios_perifericos,Limpieza General,2650.1,3533.47,2385.09,82.36536430834214,CT Internacional,A,15,disponible,assets/img/SLXLMP370.webp
A-SLXLMP090,"SILITEK, Grasa disipadora de calor, para uso en disipadores de calor de procesadores",VECTEC,enfriamiento,Limpieza General,2104.79,2806.39,1894.31,65.41710665258712,CT Internacional,A,15,disponible,assets/img/SLXLMP090.webp
A-SLXLMP120,"COMPUCARE, Locion limpiadora para carcasas, desintegra grasa y suciedad. 250ml.",VECTEC,accesorios_perifericos,Limpieza General,1231.96,1642.61,1108.76,38.28933474128828,CT Internacional,A,15,disponible,assets/img/SLXLMP120.webp
